,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
69,百合转债,113520,2018-11-26,梦百合,603313,其他,120.32,-4.31%,0.07%,22.71,-4.98%,21,3.80%,18.96,2.56,19.80%,119.78,0.50%,转股中,5.47年,3.47年,8.30%,9.90%,4.5,-0.73%,-1.23%,-0.83%,-3.96%,-4.16%,90.51,94.04,35.46,129.5,-7.10%,42%,<2%,16%,0.85,1.98,-0.16,AA-,3.90%,19
70,洲明转债,123016,2018-12-03,洲明科技,300232,电子,120.003,-2.97%,-1.09%,10.88,-4.90%,11,1.70%,9.45,3.13,15.10%,115.13,4.20%,转股中,5.47年,3.47年,6.60%,7.60%,5.5,-0.66%,-1.17%,-0.77%,-3.83%,-4.04%,90.57,93.84,31.87,125.72,-4.50%,69%,<2%,16%,0.83,1.3,0.4,AA-,4.00%,22
71,长久转债,113519,2018-11-30,长久物流,603569,交通运输,106.3,-2.92%,0.09%,11.44,-4.67%,6.6,0.90%,11.99,2.71,-4.60%,95.41,11.40%,转股中,5.47年,3.47年,10.90%,10.40%,7,2.38%,1.71%,2.25%,-0.58%,-0.80%,88.93,95.35,17.29,112.64,-5.60%,53%,11%,17%,0.61,1.17,0.1,AA,4.50%,17
72,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,118,0.00%,-1.46%,32.64,-1.98%,40,2.60%,30.87,4.02,5.70%,105.73,11.60%,转股中,5.46年,3.46年,3.90%,4.10%,13,-1.30%,-1.63%,-1.36%,-3.57%,-3.75%,90.19,89.61,26.7,116.32,1.40%,34%,20%,16%,0.74,0.2,1.27,AA+,3.90%,11
73,利尔转债!,128046,2018-11-09,利尔化学,2258,石油天然气化工,106.763,-2.43%,0.70%,14.82,-3.77%,1.3,0.10%,18.62,3.34,-20.40%,79.59,34.10%,转股中,5.41年,3.41年,11.00%,8.70%,8.5,1.13%,0.67%,1.04%,-0.79%,-0.99%,87.76,88.12,10.11,98.24,8.70%,41%,29%,16%,0.46,-1.65,2.7,AA,4.90%,14
74,顾家转债,113518,2018-10-09,顾家家居,603816,其他,105.09,-4.46%,2.54%,42.99,-3.93%,0.4,0.00%,52.2,4.77,-17.60%,82.36,27.60%,转股中,5.32年,3.32年,5.90%,4.90%,11,1.79%,1.27%,1.69%,-0.36%,-0.57%,88.38,90.41,10.64,101.05,4.00%,39%,23%,16%,0.49,-0.88,1.89,AA,4.80%,11
75,机电转债,128045,2018-09-14,中航机电,2013,航空航天,112.4,-0.23%,-1.50%,7.1,-3.14%,17,0.70%,7.66,3.06,-7.30%,92.69,21.30%,转股中,5.27年,3.27年,8.20%,7.60%,21,-0.42%,-0.77%,-0.49%,-2.39%,-2.58%,91.37,91.04,16.39,107.43,4.60%,54%,23%,16%,0.55,-0.43,1.54,AAA,3.70%,15
76,岭南转债!,128044,2018-09-04,岭南股份,2717,城市公用设施,100.8,-1.42%,-1.00%,7.4,-4.88%,3.4,0.50%,8.96,2.08,-17.40%,82.59,22.00%,转股中,5.24年,3.24年,8.70%,7.20%,6.6,2.09%,1.65%,2.00%,0.82%,0.61%,88.55,88.27,11.62,99.89,0.90%,65%,18%,16%,0.49,-0.22,1.21,AA,4.80%,36
77,蓝盾转债!!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,112.799,-2.97%,-2.53%,6.16,-6.53%,1.1,0.90%,5.82,1.52,5.80%,105.84,6.60%,转股中,5.23年,3.23年,1.30%,1.40%,1,0.09%,-0.37%,-0.01%,-2.44%,-2.65%,91.29,93.16,12.94,106.1,6.30%,38%,71%,16%,0.84,-0.29,1.99,AA,3.90%,28
78,曙光转债!,113517,2018-08-23,中科曙光,603019,计算机及应用,121.09,0.05%,-0.79%,39.74,-0.95%,32,2.30%,36.53,6.34,8.80%,108.79,11.30%,转股中,5.21年,3.21年,3.10%,3.40%,11.2,-1.29%,-1.74%,-1.38%,-4.50%,-4.70%,90.87,92.47,27.09,119.56,1.30%,53%,19%,16%,0.78,0.1,1.45,AA,4.10%,7
79,东音转债!,128043,2018-08-27,东音股份,2793,机械装备制造,155.4,-3.57%,-0.68%,17.26,-4.54%,362,109%,11.13,2.75,55.10%,155.08,0.20%,转股中,5.20年,3.20年,5.90%,9.20%,2.1,-5.64%,-6.12%,-5.74%,-11.10%,-11.30%,92.02,96.03,65.76,161.79,-4.00%,70%,<2%,17%,0.94,1.62,0.31,AA-,3.70%,37
80,苏农转债,113516,2018-08-20,苏农银行,603323,金融,113.22,-1.78%,-1.53%,6.44,-5.15%,8.5,0.60%,6.34,0.94,1.60%,101.58,11.50%,转股中,5.20年,无权,12.20%,12.40%,12.9,0.41%,-0.13%,0.30%,无权,无权,无权,94.53,22.34,116.87,-3.10%,48%,15%,18%,0.64,0.97,0.34,AA+,4.00%,28
81,凯发转债!,123014,2018-08-21,凯发电气,300407,能源电力,104.671,-1.63%,-0.94%,7.43,-4.38%,1.8,0.60%,8.15,2.28,-8.80%,91.17,14.80%,转股中,4.19年,2.19年,15.10%,13.80%,3.2,1.10%,0.67%,1.01%,-1.00%,-1.18%,91.32,89.72,15.64,105.36,-0.60%,64%,18%,18%,0.59,0.14,1.03,A+,5.00%,17
82,凯中转债!,128042,2018-09-03,凯中精密,2823,能源电力,99.231,-1.25%,-0.23%,10.19,-3.87%,2.8,0.70%,13.25,3.14,-23.10%,76.91,29.00%,转股中,5.20年,3.20年,14.00%,10.80%,4.2,3.34%,2.72%,3.22%,1.36%,1.14%,88.14,91.33,8.26,99.58,-0.40%,66%,18%,17%,0.38,-0.11,0.88,AA,5.00%,48
83,横河转债!,123013,2018-08-20,横河模具,300539,机械装备制造,109.42,-2.80%,-1.74%,9.32,-6.33%,2.5,6.00%,9.26,4.24,0.60%,100.65,8.70%,转股中,5.18年,3.18年,1.90%,1.90%,0.4,1.25%,0.67%,1.13%,-1.33%,-1.60%,90.54,93.34,21.88,115.22,-5.00%,77%,11%,17%,0.72,1.07,0.4,A+,4.50%,28
84,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,112.81,-2.60%,0.19%,9.71,-3.29%,3,0.40%,9.38,2.42,3.50%,103.52,9.00%,转股中,5.18年,3.18年,11.40%,11.80%,7.5,0.09%,-0.38%,-0.01%,-2.48%,-2.69%,90.67,92.1,23.36,115.46,-2.30%,67%,14%,16%,0.73,0.73,0.75,AA,4.20%,33
85,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,110.497,-3.92%,-0.07%,5.56,-5.44%,3.8,2.00%,5.36,0.9,3.70%,103.73,6.50%,转股中,5.17年,3.17年,4.60%,4.80%,1.7,0.14%,-0.26%,0.06%,-1.88%,-2.09%,90.33,89.94,26.32,116.26,-5.00%,41%,11%,18%,0.73,1.27,0.24,AA-,4.30%,22
86,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,101.51,-1.99%,1.01%,5.59,-1.58%,4.9,2.40%,5.92,3.54,-5.60%,94.43,7.50%,转股中,4.17年,2.17年,9.90%,9.40%,2,2.31%,1.79%,2.21%,0.31%,0.12%,91.63,91.83,16.44,108.27,-6.20%,70%,10%,18%,0.62,1.37,-0.06,A+,4.80%,49
87,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,100.268,-1.70%,0.65%,30.45,-1.96%,8.8,1.60%,34.96,1.99,-12.90%,87.1,15.10%,转股中,5年59天,2.67年,17.40%,15.10%,5.6,3.21%,2.58%,3.08%,1.07%,0.84%,90.36,92.41,13.18,105.6,-5.00%,42%,11%,17%,0.54,0.89,0.21,AA-,4.90%,43
88,盛路转债!!,128041,2018-08-14,盛路通信,2446,通信互联网,143.07,-4.94%,-0.08%,9.84,-5.02%,20,14.80%,6.88,1.72,43.00%,143.02,0.00%,转股中,5年58天,3年58天,1.00%,1.50%,0.9,-4.14%,-4.64%,-4.24%,-9.24%,-9.43%,92.89,97.09,45.93,143.02,0.00%,53%,53%,16%,1,0.99,1.01,AA,3.50%,14
89,海澜转债!,110045,2018-07-31,海澜之家,600398,服装纺织,101.3,-0.49%,-0.18%,8.87,-2.10%,2.9,0.10%,12.02,4,-26.20%,73.79,37.30%,转股中,5年54天,3年54天,7.50%,5.60%,30,1.98%,1.55%,1.90%,0.45%,0.28%,88.91,89.43,6.39,95.83,5.70%,30%,25%,16%,0.32,-1.02,1.69,AA+,4.50%,41
90,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,128.85,-2.39%,0.19%,45.6,-2.46%,39,9.30%,35.46,3.85,28.60%,128.6,0.20%,转股中,5年53天,3年53天,3.20%,4.20%,3.2,-2.55%,-2.99%,-2.63%,-6.43%,-6.61%,91.61,93.61,42.72,136.33,-5.50%,51%,<2%,16%,0.89,1.78,0.08,AA-,3.80%,22
91,博世转债!,123010,2018-08-14,博世科,300422,城市公用设施,101.42,0.41%,-2.11%,9.91,-3.69%,4.9,1.10%,12.45,3.01,-20.40%,79.6,27.40%,转股中,5年46天,3年46天,12.20%,9.70%,4.3,2.23%,1.74%,2.13%,0.71%,0.49%,88.23,88.2,10.6,98.8,2.60%,68%,22%,17%,0.46,-0.64,1.58,AA-,5.10%,49
92,湖广转债!,127007,2018-08-01,湖北广电,665,传媒娱乐,110.001,-2.31%,-0.34%,8.44,-3.76%,12,0.80%,7.92,0.84,6.60%,106.57,3.20%,转股中,5年39天,3年39天,23.00%,24.60%,13.3,0.65%,0.16%,0.55%,-1.69%,-1.93%,91.87,93.67,25.49,119.15,-7.70%,32%,<2%,17%,0.7,2.14,-0.56,AA+,3.90%,36
93,广电转债!,110044,2018-07-24,广电网络,600831,传媒娱乐,157.29,-5.47%,-0.30%,10.2,-6.25%,239,176%,6.91,1.3,47.60%,147.61,6.60%,转股中,5年38天,3年38天,1.20%,1.70%,0.8,-6.34%,-6.75%,-6.42%,-11.80%,-11.90%,92.31,94.52,59.89,154.41,1.90%,44%,25%,17%,0.92,0.38,1.46,AA,3.70%,14
94,千禾转债!,113511,2018-07-10,千禾味业,603027,食品饮料,108.98,-1.33%,1.06%,25.06,-0.40%,13,3.20%,25.85,6.54,-3.10%,96.94,12.40%,转股中,5年31天,3年31天,4.40%,4.20%,3.6,0.75%,0.27%,0.65%,-1.56%,-1.77%,90.09,91.1,18.89,109.99,-0.90%,57%,16%,16%,0.69,0.28,1.09,AA-,4.40%,38
95,再升转债!,113510,2018-07-13,再升科技,603601,城市公用设施,101.88,-0.66%,-0.62%,9.13,-3.89%,0.4,0.30%,11.32,4.52,-19.30%,80.65,26.30%,转股中,5年30天,1年30天,2.30%,1.90%,1.1,2.16%,1.66%,2.06%,-0.56%,-0.75%,94.62,86.77,13.53,100.3,1.60%,65%,21%,17%,0.33,-0.2,0.86,AA-,5.50%,37
96,华通转债!,128040,2018-07-13,华通医药,2758,医药,104.502,-1.83%,-0.20%,9.96,-3.68%,9.5,4.10%,11.45,3.97,-13.00%,86.99,20.10%,转股中,5年25天,3年25天,10.60%,9.20%,2.2,1.64%,1.15%,1.54%,-0.21%,-0.44%,89.23,89.61,14.8,104.41,0.10%,77%,19%,18%,0.55,-0.06,1.16,AA-,4.80%,64
97,三力转债!,128039,2018-06-29,三 力 士,2224,机械装备制造,126.4,-5.29%,0.45%,7.44,-5.46%,86,22.70%,5.84,2.08,27.40%,127.4,-0.80%,转股中,5年19天,3年19天,5.70%,7.30%,2.9,-2.65%,-3.02%,-2.73%,-6.11%,-6.29%,91.65,91.75,43.29,135.04,-6.40%,38%,<2%,17%,0.89,1.99,-0.1,AA-,3.80%,21
98,新泉转债!,113509,2018-06-22,新泉股份,603179,汽车,102.1,-0.87%,-0.98%,14.14,-5.10%,3,0.70%,18.89,2.77,-25.10%,74.85,36.40%,转股中,5年15天,3年15天,14.00%,10.50%,4.5,1.72%,1.30%,1.64%,0.46%,0.24%,88.49,86.94,8.93,95.87,6.50%,55%,28%,17%,0.36,-1.25,2.05,AA,5.10%,26
99,新凤转债!,113508,2018-05-16,新凤鸣,603225,服装纺织,101.56,-0.50%,-0.80%,12.53,-3.76%,2.7,0.10%,16.83,2.52,-25.50%,74.45,36.40%,转股中,4.94年,2.94年,14.40%,10.70%,21.5,2.19%,1.70%,2.09%,0.55%,0.34%,88.54,88.49,7.06,95.55,6.30%,55%,26%,16%,0.35,-1.25,2,AA,5.10%,31
100,天马转债!,113507,2018-05-07,天马科技,603668,农业,132.14,-1.26%,0.17%,9.77,-1.21%,14,9.70%,7.37,2.34,32.60%,132.56,-0.30%,转股中,4.91年,2.91年,3.60%,4.80%,1.1,-3.21%,-3.66%,-3.30%,-7.73%,-7.91%,92.25,94.27,45.88,140.14,-5.70%,53%,<2%,17%,0.89,1.87,0.01,AA-,3.80%,19
101,金农转债!!,128036,2018-04-02,金新农,2548,农业,153.09,-2.50%,1.10%,14.8,-1.40%,346,120%,9.62,3.07,53.80%,153.85,-0.50%,转股中,4.81年,2.81年,3.00%,4.60%,1.9,-6.60%,-6.97%,-6.67%,-12.30%,-12.40%,93.43,94.3,59.55,153.85,-0.50%,41%,<2%,17%,1,1.1,0.9,AA-,3.50%,44
102,利欧转债!!,128038,2018-04-19,利欧股份,2131,传媒娱乐,121.752,-3.98%,-0.58%,2.09,-4.57%,12,5.10%,1.72,1.45,21.50%,121.51,0.20%,转股中,4.84年,2.84年,1.30%,1.60%,1.9,-1.41%,-1.91%,-1.51%,-5.36%,-5.55%,93.22,96.63,24.89,121.51,0.20%,80%,62%,16%,1,0.96,1.04,AA,3.50%,44
103,岩土转债!,128037,2018-04-25,中化岩土,2542,建筑,95.32,-1.03%,0.78%,4.85,-1.82%,2.2,0.40%,8.03,3.87,-39.60%,60.4,57.80%,转股中,4.82年,2.82年,6.80%,4.10%,6,3.62%,3.11%,3.52%,2.75%,2.52%,87.74,86.92,3.06,89.98,5.90%,54%,29%,16%,0.13,-1.16,1.46,AA,5.70%,70
104,敖东转债!,127006,2018-05-11,吉林敖东,623,金融,101.851,-0.97%,-0.31%,16.38,-3.42%,2.6,0.10%,20.82,1.14,-21.30%,78.67,29.50%,转股中,4.82年,2.82年,12.60%,9.90%,24.1,1.32%,0.98%,1.25%,0.07%,-0.07%,89.73,88.18,8.83,97.01,5.00%,31%,24%,16%,0.38,-0.79,1.56,AA+,4.40%,44
105,长证转债!,127005,2018-04-11,长江证券,783,金融,115,-1.46%,-2.24%,7.19,-6.38%,119,2.00%,7.45,1.57,-3.50%,96.51,19.20%,转股中,4.81年,无权,12.60%,12.10%,50,-0.99%,-1.36%,-1.07%,无权,无权,无权,92.34,19.06,111.4,3.20%,33%,24%,18%,0.58,-0.14,1.3,AAA,3.70%,32
106,星源转债!,123009,2018-04-10,星源材质,300568,汽车,106.75,-3.19%,-0.02%,24.04,-5.95%,5.6,1.10%,27.49,3.5,-12.60%,87.45,22.10%,转股中,4.80年,2.80年,10.40%,9.10%,4.8,0.70%,0.29%,0.61%,-1.19%,-1.39%,90.14,89.01,14.07,103.08,3.60%,63%,23%,17%,0.54,-0.6,1.7,AA,4.70%,15
107,杭电转债!,113505,2018-03-27,杭电股份,603618,能源电力,102,-1.93%,-0.31%,5.96,-4.94%,7.9,1.00%,7.29,2.38,-18.20%,81.76,24.80%,转股中,4.80年,2.80年,19.00%,15.50%,7.8,2.16%,1.66%,2.06%,0.43%,0.21%,89.83,90.19,9.65,99.83,2.20%,42%,20%,16%,0.45,-0.44,1.35,AA,4.90%,44
108,艾华转债!,113504,2018-03-23,艾华集团,603989,电子,104.4,-1.07%,-0.34%,18.02,-2.96%,3.3,0.50%,21.73,4.34,-17.10%,82.93,25.90%,转股中,4.79年,2.79年,9.80%,8.20%,6.9,1.27%,0.85%,1.19%,-0.36%,-0.58%,90.03,88.87,11.06,99.94,4.50%,40%,23%,16%,0.48,-0.86,1.85,AA,4.80%,14
109,玲珑转债!,113019,2018-03-22,玲珑轮胎,601966,汽车,109.45,-0.73%,-0.18%,16.77,-2.04%,3,0.10%,18.84,2.32,-11.00%,89.01,23.00%,转股中,3.78年,1.78年,9.90%,8.80%,20,0.86%,0.23%,0.73%,-3.68%,-3.85%,93.69,96.42,9.14,105.56,3.70%,34%,23%,16%,0.44,-0.52,1.42,AA+,4.30%,19
110,大族转债!,128035,2018-03-05,大族激光,2008,电子,103.9,-0.24%,-0.26%,33.27,-4.92%,27,1.10%,52.5,7.03,-36.60%,63.37,64.00%,转股中,4.72年,2.72年,6.50%,4.10%,23,0.91%,0.57%,0.85%,0.30%,-0.02%,91.48,86.95,6.01,92.96,11.80%,39%,39%,16%,0.1,-2.05,2.4,AA+,4.80%,28
111,无锡转债!,110043,2018-03-14,无锡银行,600908,金融,106.8,-0.42%,-1.58%,5.88,-3.61%,14,0.40%,6.7,1.19,-12.20%,87.76,21.70%,转股中,4.70年,无权,27.60%,24.20%,30,-0.28%,-0.50%,-0.33%,无权,无权,无权,87.26,15.27,102.54,4.20%,46%,25%,18%,0.56,-0.56,1.69,AA+,4.20%,57
112,江银转债!,128034,2018-02-14,江阴银行,2807,金融,111.16,-1.28%,-0.91%,4.85,-3.19%,16,0.80%,4.68,0.8,3.60%,103.63,7.30%,转股中,4.69年,无权,16.70%,17.30%,17.6,-0.31%,-0.68%,-0.38%,无权,无权,无权,91.55,23.73,115.28,-3.60%,50%,14%,18%,0.68,1.18,0.24,AA+,4.00%,58
113,道氏转债!,123007,2018-01-26,道氏技术,300409,建筑,107.998,-2.22%,-0.73%,14.02,-4.82%,5.2,1.60%,15.2,3.02,-7.80%,92.24,17.10%,转股中,4.61年,2.61年,4.70%,4.40%,3,0.81%,0.33%,0.71%,-1.53%,-1.77%,91.32,91.19,15.21,106.41,1.50%,78%,20%,16%,0.61,-0.24,1.48,AA-,4.70%,17
114,迪龙转债!,128033,2018-01-29,雪迪龙,2658,城市公用设施,100,-2.21%,0.02%,7.55,-4.67%,3.8,0.70%,9.03,2.74,-16.40%,83.61,19.60%,转股中,4.61年,2.61年,11.40%,9.50%,5.2,2.19%,1.76%,2.10%,1.10%,0.88%,90.51,89.11,11.71,100.82,-0.80%,38%,17%,17%,0.47,0.22,0.72,AA,4.80%,60
115,吉视转债!,113017,2018-01-15,吉视传媒,601929,传媒娱乐,101.63,-1.89%,-0.22%,2.45,-5.04%,14,0.90%,2.96,1.39,-17.20%,82.77,22.80%,转股中,4.61年,2.61年,20.50%,16.90%,15.6,1.83%,1.40%,1.74%,0.51%,0.29%,91.61,90.9,9.76,100.65,1.00%,29%,19%,16%,0.42,-0.02,0.86,AA+,4.40%,28
116,航电转债,110042,2018-01-15,中航电子,600372,航空航天,116.55,-1.08%,-1.53%,14.69,-3.99%,48,1.70%,14.23,3.51,3.20%,103.23,12.90%,转股中,4.60年,2.60年,9.30%,9.60%,24,-1.31%,-1.70%,-1.39%,-4.30%,-4.51%,93.56,93.31,21.46,114.78,1.50%,35%,20%,16%,0.65,0.29,1.02,AAA,3.70%,16
117,蒙电转债!,110041,2018-01-09,内蒙华电,600863,能源电力,111,-0.86%,0.25%,2.87,-1.03%,3.3,0.20%,2.92,1.49,-1.70%,98.29,12.90%,转股中,4.59年,2.59年,11.20%,11.00%,18.7,-0.02%,-0.46%,-0.11%,-2.56%,-2.79%,93.61,94.16,17.56,111.71,-0.60%,23%,16%,16%,0.59,0.66,0.54,AAA,3.70%,19
118,双环转债!,128032,2018-01-25,双环传动,2472,机械装备制造,96.399,-0.40%,0.03%,5.85,-4.26%,1.4,0.10%,9.99,2.02,-41.40%,58.56,64.60%,转股中,4.60年,2.60年,24.90%,14.60%,10,3.13%,2.67%,3.04%,2.55%,2.31%,88.53,86,3.85,89.85,7.30%,54%,33%,16%,0.09,-1.38,1.6,AA,5.80%,23
119,天康转债!,128030,2018-01-29,天康生物,2100,农业,127.899,-0.87%,-1.72%,9.63,-3.12%,18,2.10%,8.15,2.46,18.20%,118.16,8.20%,转股中,4.59年,2.59年,7.10%,8.40%,6.6,-2.75%,-3.23%,-2.84%,-7.50%,-7.71%,92.97,94.84,32.04,126.88,0.80%,35%,19%,16%,0.83,0.36,1.29,AA,3.90%,14
120,太阳转债!,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,104.303,-0.07%,-0.75%,6.59,-3.65%,16,1.30%,8.75,1.79,-24.70%,75.31,38.50%,转股中,3.59年,1.59年,7.00%,5.30%,12,1.06%,0.62%,0.97%,-1.56%,-1.72%,93.66,92.09,4.8,96.89,7.60%,38%,31%,16%,0.22,-1.28,1.78,AA+,4.70%,11
121,赣锋转债!,128028,2018-01-19,赣锋锂业,2460,有色金属,99.999,-0.61%,0.31%,23.56,-4.50%,2.8,0.30%,42.58,7.05,-44.70%,55.33,80.70%,转股中,4.59年,2.59年,3.00%,1.70%,9.3,2.09%,1.68%,2.01%,0.92%,0.74%,87.81,85,3.92,88.92,12.50%,70%,46%,17%,0.07,-2.21,2.51,AA,5.80%,17
122,铁汉转债!,123004,2018-01-26,铁汉生态,300197,城市公用设施,100.901,-3.16%,0.14%,3.37,-6.13%,21,4.30%,3.99,1.47,-15.50%,84.46,19.50%,转股中,4.58年,2.58年,6.00%,5.10%,4.8,2.00%,1.57%,1.91%,0.78%,0.56%,90.76,89.45,10.51,99.96,0.90%,68%,17%,15%,0.49,-0.16,1.15,AA,4.80%,48
123,崇达转债,128027,2018-01-22,崇达技术,2815,电子,112.006,-1.04%,-2.25%,14.13,-5.10%,3.4,0.40%,14.75,4.26,-4.20%,95.8,16.90%,转股中,4.57年,2.57年,6.40%,6.20%,7.6,-0.24%,-0.68%,-0.33%,-2.93%,-3.16%,91.92,91.4,17.24,108.64,3.10%,63%,22%,16%,0.65,-0.39,1.69,AA,4.40%,11
124,泰晶转债!,113503,2018-01-02,泰晶科技,603738,电子,102.32,2.74%,1.62%,14.7,10.00%,25,11.50%,17.99,4.81,-18.30%,81.71,25.20%,转股中,4.57年,2.57年,9.20%,7.50%,2.2,2.22%,1.69%,2.11%,0.39%,0.14%,90.77,91.07,9.05,100.12,2.20%,63%,20%,16%,0.43,-0.41,1.29,AA,4.90%,36
125,众兴转债!,128026,2018-01-03,众兴菌业,2772,农业,97.412,-0.28%,1.81%,9.15,3.74%,28,3.10%,11.64,1.71,-21.40%,78.61,23.90%,转股中,4.57年,2.57年,27.30%,21.50%,9.2,2.94%,2.47%,2.85%,2.23%,1.97%,89.95,88.12,9.04,97.16,0.30%,34%,18%,16%,0.41,-0.12,0.93,AA-,5.30%,47
126,蓝思转债!,123003,2018-01-17,蓝思科技,300433,电子,97.8,-0.93%,0.41%,6.92,-3.08%,9.9,0.20%,10.46,2.56,-33.80%,66.16,47.80%,转股中,4.55年,2.55年,17.70%,11.70%,48,2.73%,2.29%,2.64%,1.96%,1.73%,90.92,89.65,3.98,93.62,4.50%,87%,26%,16%,0.17,-0.79,1.13,AA+,4.70%,40
127,特一转债!,128025,2017-12-28,特一药业,2728,医药,110.026,-1.67%,-0.07%,16.02,-2.38%,4.5,1.20%,15.45,3.24,3.70%,103.69,6.10%,转股中,4.55年,2.55年,10.50%,10.90%,3.4,0.06%,-0.36%,-0.03%,-2.40%,-2.61%,92.01,91.41,23.33,114.74,-4.10%,36%,11%,17%,0.73,1.14,0.37,AA-,4.30%,33
128,宁行转债,128024,2018-01-12,宁波银行,2142,金融,126.8,-0.78%,-0.10%,22.44,-1.10%,68,0.80%,18.01,1.34,24.60%,124.6,1.80%,转股中,4.55年,无权,5.50%,6.80%,64.8,-3.32%,-3.67%,-3.39%,无权,无权,无权,93.06,39.53,132.59,-4.40%,31%,<2%,18%,0.8,1.7,0,AAA,3.60%,38
129,亚太转债!,128023,2017-12-26,亚太股份,2284,汽车,92.7,-1.36%,1.22%,4.98,-4.60%,15,1.60%,10.34,2.94,-51.80%,48.16,92.50%,转股中,4.54年,2.54年,27.20%,13.10%,10,4.50%,3.95%,4.39%,4.11%,3.86%,88.49,87.3,1.89,89.19,3.90%,37%,34%,17%,0.03,-0.76,0.82,AA,5.90%,41
130,众信转债!,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,102.974,-0.13%,-1.78%,5.95,-5.85%,1.4,0.20%,7.92,3.08,-24.90%,75.13,37.10%,转股中,4.54年,2.54年,13.30%,10.00%,7,1.56%,1.12%,1.47%,0.03%,-0.19%,89.99,88.07,8.22,96.29,6.90%,57%,29%,17%,0.32,-1.31,2.03,AA,5.20%,11
131,兄弟转债!,128021,2017-12-27,兄弟科技,2562,医药,104.496,-1.07%,-1.75%,4.64,-5.50%,3.8,0.70%,5.35,2.25,-13.30%,86.73,20.50%,转股中,4.53年,2.53年,12.10%,10.50%,5.1,1.22%,0.79%,1.14%,-0.52%,-0.74%,91.11,89.88,12.22,102.09,2.40%,68%,20%,16%,0.51,-0.36,1.39,AA,4.70%,23
132,国祯转债!,123002,2017-12-25,国祯环保,300388,城市公用设施,115.27,-2.06%,-1.42%,9.14,-4.69%,3.6,0.60%,8.72,2.2,4.80%,104.82,10.00%,转股中,4.52年,2.52年,10.10%,10.60%,5.1,-0.99%,-1.40%,-1.07%,-4.12%,-4.33%,92.49,92.12,22.96,115.08,0.20%,51%,17%,16%,0.74,0.34,1.14,AA,4.10%,12
133,生益转债!,110040,2017-12-11,生益科技,600183,电子,119,-1.15%,0.56%,12.66,-0.78%,18,0.90%,11.62,3.87,9.00%,108.95,9.20%,转股中,4.52年,无权,6.60%,7.10%,17.6,-1.70%,-2.11%,-1.78%,无权,无权,无权,93.18,25.47,118.65,0.30%,46%,18%,16%,0.75,0.46,1.03,AA+,3.90%,12
134,水晶转债!,128020,2017-12-12,水晶光电,2273,电子,101.55,-1.60%,0.26%,11.33,-5.35%,4.7,0.40%,16,3.7,-29.20%,70.81,43.40%,转股中,4.50年,2.50年,12.10%,8.50%,11.8,2.15%,1.67%,2.06%,0.36%,0.17%,89.26,88.52,5.19,93.71,8.40%,51%,31%,16%,0.25,-1.57,2.16,AA,5.40%,15
135,济川转债!,110038,2017-11-29,济川药业,600566,医药,108.01,-1.63%,-0.09%,33.08,-4.20%,2.2,0.30%,40.04,5.56,-17.40%,82.62,30.70%,转股中,3.49年,1.49年,2.30%,1.90%,6.3,0.21%,-0.26%,0.12%,-3.67%,-3.85%,93.74,92.03,6.5,98.54,9.60%,36%,31%,15%,0.41,-1.7,2.66,AA,5.00%,16
136,嘉澳转债!,113502,2017-11-27,嘉澳环保,603822,城市公用设施,96.11,-1.65%,1.43%,24.51,-3.47%,2.4,1.30%,45.27,4.65,-45.90%,54.14,77.50%,转股中,4.48年,2.48年,10.30%,5.60%,1.9,3.74%,3.18%,3.63%,2.83%,2.57%,88.08,86.33,3.13,89.46,7.40%,58%,38%,17%,0.06,-1.39,1.55,AA-,6.30%,46
137,久立转2!,128019,2017-12-01,久立特材,2318,石油天然气化工,106.27,-2.86%,1.00%,6.91,-3.63%,40,3.60%,7.92,2.19,-12.80%,87.25,21.80%,转股中,4.47年,2.47年,17.90%,15.60%,10.4,0.85%,0.42%,0.76%,-1.17%,-1.39%,91.34,90.1,13.06,103.17,3.00%,34%,22%,17%,0.51,-0.47,1.51,AA,4.70%,20
